Price.Index.Opening.Value,Price.Index.Max.Value,Price.Index.Min.Value,Price.Index.End.Value,Traded.Volume,Traded.Amount
66901.13,67277.03,66524.52,66758.97,1931174000.88,631110000
66674.09,67398.49,66118.73,67217.24,1929225339.47,477180000
67508.89,69057.39,67508.89,68999.96,2569230264,728440000
68467.69,70142.87,68433.24,69675.08,2910440543.52,805080000
70031.38,70647.61,69631.63,70166.89,3535567700.5,1310000000
70472.95,70820.34,69121.99,69225.72,3104001108.69,1020000000
69412.73,70572.67,68672.75,70101.22,2715068625.85,798740000
69980.75,70786.26,69760.66,70457.99,2563391183.88,834590000
70340.76,70647.12,69429.31,69838.75,2292696454.11,745430000
69465.04,70335.06,69184.58,69364.54,2372545350.98,661580000
69636.25,70489.53,69305.3,70450.31,2238367974.85,740810000
70511.33,71268.01,70061.63,71006.82,2148933022.13,556420000
71498.42,71776.92,70815.19,70923.84,2151058433.7,745310000
70915.05,71090.4,70268.84,70746.73,1706695200.32,494800000
70668.25,70757.67,68117.01,68588.51,2014731820.2,536980000
68747.77,68794.65,67312.11,68760.46,1066195237.01,262790000
69442.1,69698.17,68893.37,69074.33,1955347699.34,472810000
68951.48,69947.57,68146.31,68522.21,2956143650.38,563250000
68676.74,68847.14,68192.38,68604.63,2085979741.14,626780000
69022.35,70912.7,68996.1,70905.39,2958981944.15,817120000
71020.4,71339.82,70598.84,70779.15,2151654609.11,725580000
70401.7,70960.27,70095.87,70941.06,1661259378.62,548740000
70900.98,71611.4,70699.56,71543.26,2291263765.15,658810000
71503.04,71665.62,70455.39,70561.03,2449725064.56,770260000
70895.8,71052.22,69786.65,70084.95,2417764168.1,752980000
68921.64,69553.08,68561.46,69553.08,1961718609.43,649980000
69332.9,70054.71,69048.57,69998.07,499585087.3,157780000
71095.61,71151.66,67901.6,67926.47,2324850589.46,605480000
67199.38,67650.05,66022.47,66335.42,2344093867.75,582050000
66783.35,67462.16,65460.1,67230.72,2646611031.57,736420000
67248.64,67251.27,66571.56,67148.87,1661647114.97,492920000
66618.28,66618.28,65406.38,66147.74,1899485229.79,510510000
66481.92,66591.05,63834.77,64072.16,2551931964.49,654660000
64087.69,65462.87,64051.58,65350.85,2660433010.07,653490000
65561.47,66666.16,65342.06,66156.19,2628679358.81,589470000
66546.94,67437.71,65931.92,66939.08,2857133323.88,909430000
66848.11,67551.97,66679.05,66860.19,2532292836.51,785170000
67169.09,67788.24,67100.14,67712.1,2045956111.24,537190000
67844.86,68524.06,67697.48,67873.47,2256387698.98,687120000
67415.53,68244.2,67196.52,67704.61,2248259389,614440000
68023.57,68100.93,65545.02,65913.89,3036767054.67,820420000
66032.24,66144.48,64629.4,64759.02,2668256291.28,729350000
65122.1,66407.81,64327.88,66380.44,2935330433.05,799780000
66455.28,66970.75,65853.27,66509.71,2682515633.58,655970000
66136.21,66136.21,65391.25,65499.2,2455684906.49,702570000
65364.43,65780.21,64388.25,64429.48,2801793455.84,714550000
65040.96,65592.1,62867.75,63524.18,3906329956.58,889240000
63572.18,63785.44,62436.72,63501.58,2382695329.79,578380000
63951.78,64819.64,63807.28,64819.64,2078493227.51,575410000
64814.04,65515.04,64651.36,65440.22,2074236461.92,590460000
65695.79,66218.98,65462.16,66218.98,2404267955.55,888350000
66330.46,66396.49,65892.13,66267.34,1391333925.92,570640000
66163.73,66356.58,65258.89,66356.58,1964823837.93,745810000
66430.45,67092.7,66087.12,66441.93,2300227252.05,701630000
66831.95,66944.43,66098.36,66719.67,2524600887.97,922380000
66717.16,67014.74,66452.57,66822.14,2252817706.17,690180000
66967.22,67156.02,65928.59,66004.48,1637686773.11,482500000
66363.04,67675.42,66127.36,67607.9,2582034170.7,774850000
67810.58,68677.16,67810.58,68221.86,3432587011.34,1070000000
68224.03,68919.81,67816.64,68828.96,3669062873.9,1170000000
69095.57,69725.27,69052.56,69311.23,3460216645.79,1270000000
69235.73,69588.35,68553.43,68770.29,2747998156.1,816730000
68515.26,68753.62,67671.97,67874.68,2931219297.41,840160000
68238.7,68473.03,67300.87,67668.96,3409399670.13,941670000
67807.65,68348.72,67442.59,67923.91,3328894402.65,739710000
68313.47,68991.53,68244.35,68575.47,3250249182.14,763470000
68740.85,68740.85,67563.04,67879.62,2835001564.24,707580000
67654.83,67654.83,66721.84,66831.36,2528958664.36,746160000
67123.36,67680.63,66428.29,66428.29,2790181088.76,779150000
66910.99,67180.06,66344.91,66462.89,3057730835.82,784110000
66285.17,66730.56,65059.28,65288.03,3007157598.92,887210000
65332.63,66091.1,64471.7,65927.31,3088687818.19,786060000
66236.68,66350.04,64958.74,65201.71,2754601654.64,711280000
65765.21,65973.12,65037.92,65152.9,2911831727.93,714020000
65598.54,66029.4,65382.93,65960.95,2766308719.06,689930000
66248.02,66393.03,64898.42,65038.59,2917669340.79,799400000
64728.88,64728.88,62889.29,63211.27,2785725500.45,811540000
62589.06,63445.26,61957.01,63278.07,2924155015.03,815140000
61524.65,61809.28,58684.73,58709.33,3972189631.51,892700000
58204.85,59207.98,58068.41,58664.24,3469078798.12,769440000
59428.84,60540.81,59428.84,60387.04,3302089574.45,803430000
60788.85,61289.04,60302.08,61112.83,3037169957.25,753590000
60561.07,60588.42,59424.15,60217.58,3000238619.35,797710000
60640.76,61326.42,60375.01,61301.65,3376705122.65,788200000
61535.06,62489.97,61325.29,62483.83,3541126209.36,1010000000
61987.57,63552.09,61837.7,63169.22,4033641217.94,1150000000
62710.45,63847.13,62705.75,63781.67,3241303957.83,951340000
63756.16,64866.09,63756.16,64530.05,3147073574.75,829770000
63805.52,64213.93,62500.66,64213.93,3597690534.65,921680000
64794.04,65120.97,63200.53,63280.42,3394220944.38,973780000
63585.47,64007.7,63182.61,63482.21,2806543208.48,709600000
63938.9,64159.98,62595.24,63839.27,3388014337.18,822250000
63794.4,64481.92,63657.88,64215.67,2271887925.03,657420000
64457.83,65011.61,64375.2,64874.57,2342355073.92,647320000
64694.35,65171.01,63346.24,63719.64,3090336829.71,828160000
63483.33,64461.81,63324.67,64355.86,2941972993.82,814670000
64747.62,64852.08,64094.67,64247,2756507613.24,679240000
64376.06,64559.65,64085.37,64261.33,1948017765.19,569620000
64197.07,64308.47,63357.8,63763.8,2335176583.51,615680000
64172.23,64617.99,64040.63,64565.63,2242850353.12,639040000
64798.82,64851.31,64318.94,64434.51,2596342437.38,739780000
64315.56,65714.4,64206,65714.4,2723660620.08,764120000
65633.93,67581.95,65480.35,67581.95,3565154183.56,835180000
67542.32,68292.83,67377.92,67689.46,3895660926.95,1050000000
67942.06,68948.98,67932.12,68649.24,3693226793.75,971230000
68572.77,69653,67886.87,69490.47,3494037576.97,808790000
69663.59,69795.99,67883.93,68093.26,3448413470.19,948310000
67853.37,68624.24,67727.37,68194.72,2461704196.05,625270000
67681.06,68536.59,67594.48,68006.89,2571329203.76,644420000
68178.98,68911.52,68044.51,68203.43,2477127099.01,653750000
68222.19,68303.56,67583.63,67959.5,1824957651.37,448330000
68174,68502.05,67922.2,68450.46,2062243127.67,562730000
68810.39,68810.39,66283.4,66607.58,3076054880.49,930320000
66964.89,67793.71,66964.89,67742.07,2402430353.79,660300000
68327.33,68757.85,67864.29,68054.04,2725751918.01,643330000
68357.42,68565.6,68123.12,68565.6,2312507070.57,658100000
68701.76,68732.08,68430.39,68691.77,1702009067.21,459040000
68721.52,69000.73,68597.95,68870.67,1966869968.55,571400000
68857.93,68862.69,68325.22,68524.35,2167194813.54,553950000
68666.72,68761.21,67586.8,67792.69,2289646083.12,625000000
68155.63,68440.24,67345.55,68440.24,2295296507.79,583680000
68547.46,69408.66,67890.88,69250.14,2448024724.74,526600000
69620.91,69807.16,69288.14,69522.42,2353582791.25,605180000
69437.8,70128.58,68957.82,70072.02,2697299899.68,592070000
69924.8,70335.62,69326.54,69437.55,3051079902.38,663030000
69379.46,69708.79,69193.3,69374.88,2352370141.99,490950000
69396.59,69396.59,67968.14,68240.93,2508391221.89,521460000
68310.49,68574.33,67880.04,67956.47,2215356815.5,472490000
67879.85,68344.98,66919.05,67259.99,2510662758.03,576780000
67179.08,67179.08,65517.05,65643.34,2857256155.09,612530000
65295.03,66584.88,65128.94,66535.13,2478266651.17,567810000
66551.7,66551.7,64503,64585.22,2969728546.92,781080000
64322.71,65428.33,64048.07,65417.92,2649953007.38,596280000
65407.24,65460.74,64679.71,65385.38,2587475033.61,581830000
65575.32,65637.65,63586.05,63733.16,2284925821.16,543730000
63801.11,63921.13,62512.03,63298.58,2005234077.79,448310000
62869.03,63595.53,62534.87,63209.88,2510578008.81,477870000
63418.65,64561.4,63158.73,64561.4,2307889968.84,584270000
64119.29,65017.13,63528.96,63609.31,2901712412.54,626660000
63860.48,64440.54,63632,63755.35,1744158570.38,402190000
64045.65,64059.23,61854.09,62407.42,1924952735.07,495610000
62113.12,62663.33,61138.86,61491.71,1397356669.61,377880000
61971.8,63325.89,61971.8,63046.02,2549816393.16,677850000
62929.05,63632.03,62627.99,63224.65,2044051893.84,524540000
62736.44,63466.13,62386.11,63112.6,1965907154.66,550450000
63361.27,63708.59,62162.89,62806.94,2186993987.61,519390000
63000.84,63516.83,63000.84,63516.83,1609180610.21,373590000
63641.65,64477.92,63596.09,64463.23,1780080213.25,459930000
64221.2,64462.99,63804.36,64067.11,2372207476.06,660830000
63868.78,64180.18,63548.56,63670.08,1722852449.4,486390000
63593.65,64021.61,63476.45,63700.3,1595639996.35,432870000
64102.85,64334.79,63495.15,63523.22,1905416848.08,500930000
63691.45,63697.77,61840.75,62185.54,2714689163.56,645570000
61946.53,61946.53,60443.96,60938.92,2266627831.29,573000000
60508.49,61160.95,59840.38,61116.74,2192710963.43,583800000
61175.29,61716.68,60815.75,61716.68,1772396608.49,472860000
61102.1,61102.1,60311.28,61007.73,1377511397.28,332600000
61395.56,62050.52,61301.96,62033.24,1512154607.64,364190000
62011.59,62118.07,60998.22,61217.96,1347111251.78,366660000
60741.97,61715.5,60465.07,61589.91,1813253350.71,443900000
62169.33,62597.48,62009.27,62072.64,1782120673.87,394910000
61669.03,61995.72,61542.65,61953.26,1305755768.59,283870000
62186.25,62879.33,62184.66,62819.08,1818817554.93,478940000
63111.54,63304.15,62684.55,63002.88,1665991018.44,417410000
63133.87,63640.85,62909.54,63269.4,1720971928.37,420060000
63354.63,63507.79,62871.48,63264.51,1153123397.9,283220000
63319.51,64186.73,63305.16,64186.73,1327657365.08,344380000
63996.82,64216.97,63684.45,63866.26,2018692790.58,385100000
63763.22,63811.47,63170.53,63240.11,1608359013.32,285420000
63483.9,64180.59,63045.28,64100.82,1744653026.56,370660000
64223.62,64463.13,63512.93,63596.17,1712905196.75,357630000
63302.94,63787.09,62874.58,62909.49,1195675007.13,271420000
62382.27,62834.51,61801.59,62689.79,2410056244.78,487920000
63014.97,63282.7,62664.33,63261.06,1905390362.7,345810000
63015.17,63371.79,62687.99,62743.81,1725380059.88,465520000
62598.02,62940.21,62343.2,62635.13,1371443630.65,338630000
62426.34,62696.84,61861.7,62024.97,1229274569.41,276390000
62151.76,62366.7,61589.78,61840.1,1217237768.22,320980000
62023.2,62093.13,61407.92,61636.83,1246066491.25,319320000
61842.65,61913.66,59434.48,60882.33,2269345282.35,756100000
60990.46,61105.09,59560.67,59802.32,1578885789.83,396420000
59227.3,61047.65,58486.41,61047.65,1845494838.22,467230000
61265.39,61674.57,60698.37,61388.64,1544559813.4,369160000
61326.95,62003.42,61036.9,61181.55,1683016923.34,434190000
61011.46,62530.88,61011.46,62530.88,1677469123.64,414540000
62338.64,62423.95,61700.22,62295.68,1605166983.22,363200000
62731.8,62799.83,61618.88,61926.61,1411766971.86,326000000
61969.08,62102.51,61374.36,61758.61,1534162957.5,438410000
61039.18,61935.42,60757.52,61315.08,2116790232.46,490910000
61693.12,61841.55,59134.05,59325.99,2819076298.68,691980000
57585.71,57755.88,55625.45,56265.52,3011302606.8,783120000
55111.78,55944.61,51687.5,52283.5,3010679540.09,823780000
52253.6,52961.21,49492.61,52961.21,3291453538.66,1060000000
53175.08,54000.63,49193.24,50307.63,3008608090.23,961440000
51578.07,52017.02,48600.16,52017.02,2812017817.99,868430000
51578.03,52614.88,50501.08,52188.65,2877047579.99,806700000
52811.5,53497.78,52546.16,53485.34,1661957395.62,453820000
53214.6,54097.43,52420.81,54097.43,1842698552.36,503230000
53812.76,54853.83,53416.19,54217.83,2183959295.02,623290000
53785.78,53785.78,51187.66,51945.93,2237348726.56,692550000
51292.78,53075.39,49930.66,53061.74,2257970280.96,701350000
51726.14,53927.39,51569.96,53287.03,2210300934.06,611950000
53586.14,53691.2,51868.13,52411.48,1782019921.79,509450000
52620.3,53160.01,52124.38,53055.09,1519747234.5,414270000
53230.58,53605.04,52941.98,52967.67,1650922459.22,438980000
53063.34,53733.81,52908.74,53707.56,1508102039.38,410610000
54124.07,54253.58,53624.99,53946.09,394525691.24,96940000
54589.06,55760.63,54589.06,55375.28,1686980206.48,397400000
54551.66,54731.95,53906.52,54054.8,1449671230.86,344100000
53885.94,55059.2,53885.94,55019.78,1874850575.57,458920000
55659.73,55831.33,55016.39,55238.22,1930508630.65,512800000
55225.05,56734.14,54916.68,56691.98,2172145659.26,580750000
56566.86,56979.8,55447.12,55902.98,2029175147.56,553650000
55041.46,55753.5,54518.96,55604.81,1766961560.19,412000000
55998.73,56754.27,55491.83,56650.62,2001322763.45,483420000
56328.04,57190.95,55882.45,56121.89,1951198715.78,542250000
56398.49,57289.85,56330.49,57115.64,1957350637.49,483610000
57160.02,58103.6,56908.76,57896.5,1785122633.38,449800000
57344.09,58308.51,57344.09,57933.24,1907634595.45,450920000
57861.6,61721.84,57836.25,60889.08,4236942439.12,1120000000
60814.35,61540.46,60395.56,60827.89,2529967828.6,632630000
59858.95,59858.95,57789.1,57979.9,2584328361.47,653230000
58085.92,58146.64,55682.81,56323.38,2470515679.52,656590000
55216.41,57664.21,55009.29,56801.2,2331136689.54,539470000
57833.06,58320.04,57629.38,58261.27,1704349092.63,444480000
58089.4,59645.59,58034.67,58988.46,2388503845.61,583750000
59028.48,60110.4,59028.48,59758.18,2089253317.43,507560000
59864.23,59879.93,58363.63,59693.43,2256671468.05,510560000
58906.61,60115.73,58712.55,59459.66,2074969624.04,572100000
59080.49,59549.33,57209.16,57209.16,2252709745.99,547650000
57809.82,58296.61,57183.39,57311.22,1921347906.35,470260000
57718.24,58086.62,56905.2,57228.53,2042726472.7,484990000
57580.48,57724.75,56507.83,57338.78,2274734924,522040000
57731.71,58327.63,57391.99,58327.63,1649916999.96,400440000
58388.39,58721.88,57970.22,58664.09,1748900952.25,429550000
58888.93,59620.46,58754.88,59420.26,1931023958.24,434620000
59356.37,59881.16,58342.1,58543.37,2040243956.28,561310000
58862.98,59460.42,58470.04,59300.29,1669672883,461570000
59566.82,59958.89,58331.87,58442.44,1693165247.93,486020000
58181.54,58874.36,57839.99,58750.59,1749500818.32,485060000
59063.91,59306.79,57670.41,57798.73,1889105416.87,449610000
57348.87,57348.87,55723.28,55904.51,2306285199.77,480330000
55687.95,56840.14,55387.64,56792.34,1935759284.6,441260000
57023.68,57047.56,55451.05,56259.37,2145312379.77,470950000
56216.45,57054.16,55889.56,56278.39,1896626791.94,470380000
56368.71,56708.44,55339.26,55469.92,1853078578.67,430180000
56047.22,56801.4,55822.72,56616.81,2010392228.97,486140000
56924.06,57446.86,56830.52,57042.36,754237446.54,211710000
56810.95,56817.92,55874.24,56061.47,1800652556.83,542120000
55256.74,55262.15,54121.84,54851.52,1818210794.56,570400000
55185.1,55858.64,54490.08,55721.42,1596220503.97,409730000
54992.82,56534.03,54861.12,56522.77,2001013378.47,565030000
56735.73,56955.26,55815.34,56180.24,1341946376.92,378470000
54965.82,55848.16,54874.86,55540.67,1638141998.91,424510000
55783.8,56391.97,55631.01,56201.45,1210669694.02,345230000
56609.02,56770.67,55714.89,55875.72,1351025992.08,393060000
55940.2,56162.5,55285.04,55922.53,1492599627.15,395410000
55588.85,56306.7,55588.85,55927.45,1723764746.93,464410000
55938.31,55938.31,54923.02,55089.82,1865114894.11,441950000
54809.67,54984.56,54344.7,54473.9,1309235463.31,333830000
54300.73,54506.52,52589.31,52752.15,1404264278.19,408780000
53333.21,53387.49,51497.34,51986.38,1743201312.17,519070000
51519.77,51941.7,50656.59,51091.51,1892460974.53,547270000
51328.5,51703.6,49621.67,49621.67,1769599159.88,549430000
49824.32,51084.01,48812.4,51071.22,2007307078.32,623630000
51575.94,52450.67,51303.34,52283.58,1424636961.96,425110000
51999.04,52488.55,51582.08,52092.78,1682058574.22,445160000
51743,54517.76,51640.47,54517.76,2749964207.02,748170000
54412.8,54792.44,53636.62,53806.64,1824022431.84,542520000
53941.9,55154.53,53941.9,54769.25,1965766705.2,513820000
54944.16,55384.08,54725.02,55195.81,1201040717.4,351460000
54780.41,55173.07,54300.14,54679.11,1296563838.99,389710000
55128.77,55537.56,54377.55,55138.85,1394954195.79,420370000
55189.29,55212.3,53316.73,53499.25,1738735971.12,456430000
52675.4,53986.9,52655.86,53834.91,1556579122.59,452070000
53557.49,53885.46,52328.16,52444.07,1368925980.9,359560000
52457.95,52989.15,52117.13,52551.52,1624733502.46,493070000
52323.74,52323.74,51158.49,51338.97,1379477354.57,417100000
51530,52250,51088.4,51886.47,1557297743.57,439790000
52250.03,52337.3,51551.49,51665.78,1307170114.24,360510000
51450.31,51824.5,50684.01,50742.08,1167503892.52,312540000
50958.05,52155.82,50639.56,52126.94,1459658228.06,436480000
52458.6,52846.11,51507.11,51747.43,1872421579.94,504420000
52013.51,52332.67,51301.2,51591.56,1244878951.53,342620000
52032.55,52265.3,51703.4,51948.62,914918727.69,274860000
52235.82,52554.85,52025.86,52517.25,526696941.17,158990000
52453.86,52618.38,52202.75,52561.2,726801096.91,240650000
52403.32,52542.63,51452,51553.2,955023548,312750000
51563.51,52053.62,51116.72,52053.62,810993965.92,240940000
52111.76,52334.19,51013.4,51266.62,725850352.62,218970000
51314.57,51711.94,51029.4,51340.96,781967849.8,220600000
51645.21,52859.07,51580.01,52859.07,1448699459.43,437050000
52748.24,52956.73,51258.69,51532.56,1621124384.67,447320000
51640.23,51661.6,50753.95,51204.58,1527213070.75,400150000
51183.12,51474.51,50007.03,50182.53,1714047449.98,467410000
50497.76,50562.29,49263.3,49836.98,1630476762.66,505440000
50325.15,51092.38,50080.67,50781.84,1391573636.18,403760000
50767.33,51524.43,50499.74,51410.44,1819627884.17,545300000
51631.51,52489.88,51578.11,52154.27,2018747830.36,608080000
52529.22,52792.6,51148.2,51561.68,1595310645.7,532050000
51712.14,52802.56,51484.36,52797.16,1540185794.39,497420000
53364.63,53848.63,52993.24,53529.3,2070519029.7,614880000
53466.61,54398.76,53151.1,54384.76,1984377646.57,682050000
54455.65,54896.66,54009.47,54607.89,2300736791.96,683670000
54868.7,55056.62,54352.6,54888.55,1811919851.11,566060000
54773.24,55450.77,54478.96,55186.21,1691706893.39,579610000
55052.79,55293.55,54223.73,54790.84,1763058083.33,534740000
55042.68,55418.82,54745.81,54918.68,1844643216.88,572750000
55513.93,57266.29,55513.93,56958.83,2998534552.89,834870000
56743.27,57581.86,56656.55,57356.72,2104134865.97,577560000
57053.88,57848.91,56916.59,57811.79,1790238263.79,499220000
58236.2,58471.9,56904.88,57171.34,2570368643.79,652650000
57079.66,59334.51,57079.66,59215.65,2410152816.35,689160000
59227.07,60089.37,58553.24,60051.94,2842689715.89,826080000
59872.21,60442.83,59628.99,60147.96,2358271315.28,697230000
59917.51,60674.87,59528,60674.87,1799171441.82,521420000
60873.28,61080.37,60380.51,60545.87,2397972196.83,610440000
61046.16,61308.45,60871.5,61178.25,1986327742.09,552790000
61261.42,61587.57,60012.83,60162.52,2778472910.74,897710000
59807.17,60141.69,58988.29,59332.11,1979443646.09,578770000
59806.56,60730.36,59806.56,60557.48,1992230910.43,537430000
60534.23,60856.06,59500.78,59662.13,2484500974.11,659760000
60298.91,60512.48,59532.82,59847.64,1934105007.29,524910000
59407.65,60034.61,59147.2,60030.14,1970206221.08,699540000
60442.13,61111.3,60257.27,61111.3,2057819202.99,646410000
61599.03,61778.66,61323.39,61449.07,2023725958.2,710550000
61453.87,61629.81,60759.19,61252.83,1982918829.97,634230000
61404.37,61623.38,60768.27,60856.43,2336008482.85,670790000
60895.5,60927.21,59640.42,59666.62,2092929616.19,562540000
59946.25,60164.62,59142.79,59737.53,2183174801.83,612840000
59571.97,59638.07,58378.71,58821.82,1904042077.75,632030000
59235.55,60166.23,59126.58,59978.49,2092198322.62,591040000
60122.79,60943.85,59785.91,60721.23,2334299936.75,646630000
60398.69,61022.05,60143.29,60725.88,2083466222.67,644590000
60688.92,60992.76,60454.03,60902.41,992847460.95,278040000
60608.84,60608.84,59617.6,59685.48,1658790293.86,504530000
59716.51,59751.95,58862.68,59143.43,1691280260.81,484290000
59286.64,59718.75,58937.7,59479.73,1616374578.24,506390000
59904.47,60512.18,59591.29,59673.75,2155808400.99,531340000
59927.75,59945.28,59101.16,59280.43,1681282376.49,392550000
59146.31,59418.42,58778.01,59009.47,1510314855.61,425900000
59544.77,59954.31,59388.46,59389.02,1863811385.9,535320000
59879.08,61033.21,59879.08,60835.74,2374141027.15,673050000
60960.94,61412.42,60790.77,61279.31,2044569463.49,611160000
61296.94,62376.89,61296.94,62336.32,3024058831.47,823330000
62424.34,63015.6,62151.71,62537.33,2588082361.42,699660000
62447.64,62499.18,61595.58,62164.06,2136159348.42,555120000
62358.01,62617.55,62028.75,62064.97,2080672851.41,571500000
62345.19,62449,61716.36,61786.74,2484227581.54,619540000
61949.28,62165.32,61248.92,61417.44,2297188311.05,582720000
61139.69,62561.66,61093.44,62561.47,2477838697.68,604030000
62864.54,63035.28,62357.09,62490.95,2412683936.11,690580000
62159.87,62434.98,61642.02,61815.1,2684955676.35,718810000
61757.28,61880.61,61401.52,61544.94,1889630832.6,501380000
61925.21,62509.91,61925.21,62423.04,2073182470.81,632590000
62598.34,62975.42,62392.06,62969.32,2031332485.65,610020000
63244.46,63616.88,63030.04,63284.54,2884713458.86,827710000
62941.84,62941.84,62317.8,62463.96,2054041870.54,622550000
62566.41,62653.91,61652.28,62062.69,2463558656.69,663140000
61818.23,61837.59,60832.01,60939.55,1541340185.72,440660000
60866.9,61104.36,60474.43,60813.25,1226887581.21,342670000
61004.94,61112.27,59987.73,59987.73,2033027092.32,627500000
59823.55,60709.82,59388.42,60709.82,2078894777.99,562270000
60889.92,61007.32,60178.54,60890.09,2202167197.17,816030000
60968.51,61246.78,60519.91,60582.6,2630791079.61,623270000
60205.66,60988.78,59983.08,60478.5,2400516505.88,575750000
60395.09,61166.13,60221.2,60652.56,2315730205.55,517070000
61104.74,61245.32,59985.84,60131.94,2447064568.45,521810000
60283.41,60553.01,59695.6,59848.46,2442491758.86,562460000
59941.94,60314.97,59849.01,60122.9,2157795703.05,385910000
59571.57,60005.5,59376.37,59706.03,2764199867.47,461040000
60114.13,60318.43,59241.23,59940.54,2713904004.9,560780000
60044,60692.46,59875.6,60677.81,3208698203.95,632930000
60557.53,61076.07,60248.82,60596.68,2578238514.98,525050000
60794.65,60861.81,59698.35,60010.42,2341530716.44,449390000
59971.69,60314.99,58851.15,58943.71,2144550398.74,470690000
59138.92,59557.03,59138.92,59285.68,1820644358.49,387080000
59446.18,59574.47,58820.1,59015.69,1710135649.9,373860000
58248.77,58841.23,58047.71,58809.68,1582595530.34,334090000
58942,59325.48,58630.45,58749.33,1930782698.39,460390000
58917.79,58973.39,58082.01,58092.99,1902555522.78,392680000
58432.73,58953.46,58334.58,58820.76,1786172839.99,345010000
58446.64,58886.88,58376.78,58872.62,1955133789.62,396850000
58677.99,58906.66,57779,57853.86,1876874196.52,415040000
58012.3,58174.46,57090.91,57453.05,1712248786.24,400170000
56968.61,58164.96,56716.99,58100.85,2143379700.97,444880000
57934.26,58316.23,57174.84,57331.17,1938688223.02,461240000
56697.35,57286.37,56404.94,56935.76,1799172880.05,440750000
57240.13,57484.56,56539.64,56539.64,1306892904.4,335750000
57033.5,57134.77,56519.75,57079.47,1565800922.81,365760000
56471.47,56662.82,55598.93,55734.34,1878306084.01,382780000
55959.78,56088.79,54867.44,54916.61,1948305746.16,479330000
54127.57,55206.39,53997.64,54809.94,2361037722.49,565420000
55091.48,55175.78,54594.58,54843.93,1500048228.75,363980000
54946.79,55652.01,54807.12,55449.51,1910916645.44,472140000
55169.99,55418.28,54724.27,55125.29,1744464021.16,411170000
55196.6,55790.43,54946.87,55099.33,2610891324.9,584240000
55125.19,55574.47,54366.31,55568.37,2052533273.39,474790000
55191.67,55970.25,55132.45,55744.29,1629177360.52,409660000
55950.18,56166.65,55606.17,55799.77,1629376194.01,461950000
56054.66,56248.45,55762.06,56248.45,1785732248.52,379180000
56570,57069.6,56471.75,56695.71,2132801388.25,428680000
56449.05,57365.55,56147.4,57300.02,1853997412.5,387540000
58243.09,58274.25,57504.82,57504.82,2219891601.1,462430000
57546.5,58201.29,57524.49,58201.29,1771236638.08,407100000
58450.69,58546.09,57943.05,58250.48,1767530454.9,396900000
58330.88,58512.65,58130.93,58364.67,1519794958.95,346820000
58632.97,58663.53,58183.9,58467.79,1541690516.67,361310000
58897.55,58979.36,58145.07,58324.86,1448103992.16,287030000
58343.54,59299.68,58343.54,59299.68,1817860333.16,397790000
59942.59,60068.21,59401.26,59401.26,1904582142.02,404480000
59362.59,60815.43,59287.95,60439.83,2405433740.11,559530000
60119.41,60663.63,59991.32,60451.41,2192077139.66,488900000
59860.96,60149.7,59479.36,59479.36,1817827648.2,367930000
59704.72,60178.74,59512.97,60126.55,1621195968.47,312930000
60292.23,61249.91,60279.46,61184.33,2739906631.72,640440000
61278,61407.81,60434.86,60822.57,2173774207.19,519540000
61500.9,62543.49,61359.07,62543.49,2212754515.48,513560000
62310.19,62418.24,61742.34,61951.16,1871022910.69,423870000
62133.02,62757,62133.02,62721.31,1872073798.48,412670000
62880.97,63074.17,62500.41,62986.09,1738662931.03,425230000
62977,63158.45,61972.14,61972.14,1899183927.46,461610000
62118.12,62790.25,61945.61,62780.58,1539570245.41,389190000
62725.43,63022.4,62420.64,62608.13,1559913922.29,327290000
62682.87,63575.71,62554.56,63123.95,2027929049.47,413840000
63138.63,63548.97,62884.68,63048.76,1828042691.53,440350000
63051.74,63088.42,62107.6,62324.64,1562733430.26,353950000
62476.78,62830.79,62298.87,62662.16,1378228595.82,328000000
62717.15,63019.76,62428.38,62675.31,1260676733.73,341370000
62929.81,62943.96,62361.12,62472.82,1359678893.73,350500000
62568.93,62902.15,62107.55,62444.93,1711138918.27,427730000
62677.76,62778.97,62307.1,62340.84,1622369875.49,371360000
62383.68,62474.31,61404.86,61792.16,1541360162.42,378530000
61390.59,61390.59,60466.68,60736.81,1333499587.43,326420000
60832.05,61573.86,60640.77,61303.26,1498103971.73,386270000
61167.71,61845.72,61154.06,61707.54,1588234686.71,384180000
61895.53,63840.98,61895.53,63840.98,2192872219.41,531160000
63853.86,64498.27,63647.4,64372.81,1947433537.44,487830000
64522.86,65150.56,64151.83,65032.05,1772129008.15,483760000
64929.35,65189.82,64007.92,64259.54,2190610180.24,506210000
64206.63,64546.08,63924.17,64081.17,1473079729.83,344780000
64026.52,64567.08,63265.15,63777.91,2388373898.24,558880000
63794.23,65444.94,63513.05,65303.64,2085043816.83,490490000
65320.43,66140.92,65320.43,65576.79,1892173960.76,476260000
65664.52,65924.15,64840.98,64938.36,1749774131.09,430370000
64814.67,65100.19,64592.15,64698.63,1865178450.13,478190000
64962.77,65247.97,64022,64501.13,1694119559.09,388820000
64397.6,65126,64161.2,65126,1426604291.83,339090000
65027.79,65595.81,64984.4,65148.93,1370715419.29,324560000
65327.71,65386.54,64083.42,64160.81,1276883450.3,312950000
64168.36,64660.76,63739.79,64611.75,1458927999.44,354610000
