Price.Index.Opening.Value,Price.Index.Max.Value,Price.Index.Min.Value,Price.Index.End.Value,Traded.Volume,Traded.Amount
64764.44,65180.87,64764.05,64916.23,1307118244,313620000
65172.51,65953.69,65172.51,65758.47,1399135640.32,359040000
65808.45,66340.72,65517.93,66108.84,1366020631.23,296870000
66386.73,66599.17,65905.43,66079.48,1547992495.97,320470000
65959.75,66272.74,65654.31,65654.31,1275615700.32,295310000
65695.22,66082.59,65695.22,65941.56,983619397.45,281230000
66059.71,66576.35,66023.17,66139.3,1567088362.28,411110000
66213.19,66399.52,65858,66152.55,1369262078.4,329820000
65936.21,67367.95,65803.56,67367.95,2021968823.66,423780000
67304.02,67441.2,66862.79,67208.22,1397912060.22,324870000
67304.73,67507.09,66863.48,66898.1,1551812034.89,467020000
66984.65,67717.27,66709.08,67559.48,1784552115.35,419310000
67823.18,67876.44,67069.21,67714.84,1951421695.88,453000000
67773.67,68266.42,67447.69,67937.05,2070432494.8,546220000
68121.96,68431.1,68047.73,68121.6,1495288997.87,429760000
68079.65,68382.73,67897.53,68105.07,1387213675.73,395830000
68246.77,68540.68,68019.88,68184,1757651866.57,451480000
68318.21,68460.42,67256.46,67290.68,1807913365.9,383120000
68151.98,68537.63,68008.48,68180.49,2220542756.58,516270000
68005.06,68258.67,67784.78,68092.28,1619320657.26,384510000
68065.72,68183.23,67379.53,67600.35,1862152400.4,428710000
67890.29,67968.39,66909.24,67114.82,2132916346.3,529120000
66712,67125.85,66473.11,67001.68,1571752281.25,394070000
67289.13,68142.93,67199.05,67891.46,2144017491.2,454750000
67419.16,67723.62,66827.55,67207.14,1798268419.69,408620000
67329.26,67809.58,66975.25,67809.58,2154385930.45,473290000
67411.27,68001.13,66653.11,66675.67,2446338324.37,543820000
67015.18,67153.55,66739.57,66770.56,1702670286.57,417690000
67073.96,67192.72,66093.97,66396.71,1677487565.96,377420000
66270.14,66874.84,65967.41,66754.88,1533450455.97,412330000
66898.38,67582.32,66898.38,67498.2,1863548334.65,437090000
67515.04,67809.44,66803.1,66822.36,1903205778.33,431220000
66635.55,66952.95,65639.64,66909.38,2512460772.55,618100000
67164.8,67736.59,67116.21,67383.68,2373186537.12,496090000
67345.61,67608.02,67103.57,67435.37,1709252683.56,393630000
67698.25,68126.43,67328.15,68062.86,2082762070.45,445000000
67914.24,68597.71,67869.28,68457.58,2225026722.27,485930000
68564.58,69656.61,68502.89,69577.6,2661221447.84,611680000
69677.88,69969.05,69407.45,69603.13,2191281296.57,479460000
69562.97,70001.17,69277.49,69769.73,1573536232.88,344960000
70216.12,70619.84,70112.3,70281.72,1922250263.05,448720000
70512.99,70828.63,70406.06,70686.5,1753834551.04,375300000
70868.74,70923.16,70265.58,70355.84,1568322912.46,385090000
70394.14,70817.09,70147.44,70774.02,1729277371.84,376230000
70800.44,71294.92,70756.99,71219.47,1686734033.97,375410000
71338.42,71341.96,70556.35,70762.31,1472536340.45,330980000
70910.83,71013.54,70531.86,70708.41,603372809.96,131030000
70676.54,71716.91,70629.47,71716.91,1504885649.13,310690000
71843.83,72703.01,71843.83,72528.97,2747912375.87,603110000
72574.24,72940.82,72164.52,72552.51,2910954064.22,626630000
72513.49,72513.49,71329.77,71422.61,2488560961.99,512610000
71615.09,73313.87,71092.91,72737.1,3219884358.22,656790000
72696.23,72851.24,71950.74,72039.74,2724882075.47,586840000
72422.71,72805.22,71601.35,71604.91,2685743934.69,547010000
71797.23,72664.32,71455.44,72649.83,2562203862.2,552060000
72756.56,73013.99,71659.44,71820.28,2732598654.92,552830000
71818.19,71884.25,71357.03,71357.03,1705640552.34,383700000
71194.48,72015.2,71042.97,72015.2,1974748300.16,460410000
72080.11,72552.76,71325.57,71325.57,2150959319.02,452520000
71347.88,71623.19,71253.24,71597.22,1555894322.56,344790000
71555.55,71763.74,70759.68,70790.51,2049013864.78,574710000
70938.81,71143.36,70224.38,70607.4,2760262437.53,639670000
70822.76,71083.48,70556.08,70636.74,2092260337.78,449780000
70599.25,71435.5,70243.9,70460.76,3731187932.63,639320000
70692.48,71058.01,69926.07,69926.07,2973612668.59,507960000
70149.13,71079.31,69817.03,71004.31,2072807253.37,462430000
71183.76,71910.88,71107.93,71866.85,2277577223.57,473240000
72072.24,72608.25,71655.1,71999.71,3266875274.01,650550000
72159.22,72462.3,71566.22,71974.49,2799532156.43,545180000
72325.28,72891.74,72325.28,72448.89,2870979816.6,534610000
72636.8,73074.64,72418.55,73058.51,2827221276.4,510020000
73125.79,74298.91,73125.79,74298.91,3017332622.29,563130000
74226.88,75547.43,74185.02,75522.65,3511539704.88,689670000
75920.4,76131.88,75095.6,76038.35,3658542108.28,715270000
75736.08,76247.04,75539.88,75785.58,3361894609.09,656150000
75677.96,76346.25,75437.55,76242.2,3084643831.93,631830000
76236.01,76954.33,76047.54,76734.4,3186775937.34,613810000
76823.63,77573.22,76750.44,76814.77,3792640282.49,842060000
77027.55,77466.41,76731.7,77404.37,2783327955.43,553280000
77620.16,77804.38,76889.34,76963.34,3003724004.01,505790000
77089.16,77362.79,76204.29,76293.15,2027805296.81,400980000
76382.45,77529.4,76300.76,77466.9,2602333751.44,481150000
77844.94,78136.69,77260.82,77298.45,2852139468.63,493640000
77625.13,77889.68,76801.86,76810.26,2644904589.02,488240000
76826.7,77435.52,76658.71,76814.43,2324121923.45,437090000
76467.23,76892.51,76408.56,76684.74,2142574246.07,489350000
76811.17,77544.83,76719.77,77314.46,1909013476.95,512530000
77485.82,77783.69,77451.94,77596.24,1484269252.03,389970000
77852.44,78239.93,77731.29,77991.1,1879661007.07,628720000
78103.39,78862.07,78103.39,78454.19,2076435700.6,516770000
79008.08,79077.32,78311.97,78579.08,1541078741.78,372590000
78541.95,78671.98,77676.06,78208.44,1555327546.68,335080000
78857.34,79689.4,78680.79,79642.08,2534387269.78,541500000
79777.24,80165.66,79392.47,80033.33,3242586267.47,689570000
79756.88,79959.54,79293.65,79563.95,2601658807.29,545990000
79800.65,80443.67,79674.06,80224.41,2226695844.34,553650000
80394.87,81077.86,80022.67,80161.71,2935242464.9,730480000
80417.23,81150.53,79815.05,81149.13,3216449529.23,741750000
81416.08,81505.03,80476.99,80837.46,3135921566.01,848280000
81053.04,81351.89,80738.85,81033.52,2608459442.05,671190000
81417.2,82219.54,81229.43,81990.01,3214346543.93,783250000
81998.62,82512.28,81706.43,82406.13,2816640891.15,591690000
82608.62,84173.73,82516.45,84082.15,3281677783.15,680900000
84405.25,85395.19,84294.67,84860.26,3745265358.91,801080000
85182.14,85596.65,84209.93,85004.87,3338998016.47,808590000
85297.46,85719.36,84901.55,85281.53,2705767234.94,604770000
85459.72,86497.46,84532.49,85646.87,4031431336.82,973970000
85835.22,86497.17,85680.92,86340.97,3289454439.65,776720000
86518.17,86787.15,85783.11,86437.89,3679847389.8,836060000
86569.97,86614.59,84666.6,84755.1,3872357154.92,764350000
84902.67,84905.52,80702.38,81165.81,4105212034.24,851330000
81196.21,82225.44,80038.86,82178.34,3886323241.51,756350000
82403.12,82564.52,78917.69,78982.94,4226729306.68,785900000
79139.92,80364.4,78647.84,78783.47,3551085906.93,651290000
79050,80342.99,78989.19,80221.68,2979133892.45,557900000
80413.34,81209.68,79983.4,80722.66,2892134845.55,676000000
81011.13,81219.63,79937.99,80309.85,2638498826.55,529790000
80293.33,80736.48,79821.49,80054.41,2714103632.24,536050000
80147.09,80427.48,78079.29,78149.29,3451421307.92,648160000
78324.24,78813.64,77211.22,78683.99,3649524165.02,735310000
78831.9,78831.9,77255.83,77255.83,2593280403.66,486510000
77516.6,78886.68,77296.6,78078.81,3084117552.79,536860000
78549.54,79301.13,77943.39,77943.39,3036705327.37,556310000
77973.48,78110.14,76630.45,77580.5,3041540428.37,541070000
77773.88,78443.95,76697.64,78081.4,2884612213.07,555980000
78419.05,78528.48,77616.14,77907.51,2277286607.95,448570000
78017.5,78523.14,77256.6,78274.87,2535870459.24,512390000
78533.43,79074.49,78057.57,78891.26,2448307770.31,560980000
78350.45,78774.91,77154.43,77269.15,2816486546.84,597240000
77607.01,77682.62,75667.54,75898.69,2715109525.9,534160000
76073.46,76929,75634.39,76670.32,2136563112.36,427770000
75924.48,77955.93,75831.2,77514.33,2635979935.76,496030000
77906.17,78429.05,77198.43,78166.25,2714202986.18,600850000
78431.56,79506.25,78292.36,79333.67,2684139590,583260000
79319.9,79995.13,78649.04,79867.54,2773939301.61,574430000
79859.31,80770.58,79823.34,80612.21,2560088938.02,472360000
80873,81603.65,80805.74,81051.21,2655553625.39,476220000
81163.36,82398.7,81163.36,82173.98,3169409857.29,586140000
82348.26,82717.57,81546.2,81834.73,3297574401.74,598180000
82154.31,83763.78,81894.18,83541.62,3403439623.72,576670000
83519.07,83932.95,83119.65,83119.65,2398456643.96,476530000
83340.34,83785.8,83044.98,83347.54,2287008126.08,386560000
83320.98,83552.32,82612.02,82619.05,2311274433.58,398900000
82766,82952.97,81981.58,81981.58,2027174108.48,353680000
82541.51,83587.04,82419.46,83115.48,2755988381.69,482120000
82298.04,83466.01,82298.04,83378.82,2137895841.1,386800000
83703.02,83929.6,82153.84,82286.32,2371434919.24,409860000
82488.59,82961.02,82160.84,82160.84,2017244660.21,323020000
82109.08,83283.05,82028.07,82373.94,2592345439.39,447220000
82399.97,82600.16,81847.66,82452.04,1878454688.79,338520000
83032.61,83196.93,82372.19,82765.64,1989134936.11,359830000
83046.98,84002.69,82867.6,83970.92,2577166780.9,462390000
84155.8,84320.01,83450.41,84195.16,2490414130.22,489890000
85057.61,85477.82,84314.72,85253.95,3017109858.37,545300000
85397.98,85999.29,85222.67,85898.99,1750405999.7,471070000
85811.97,86370.94,85683.07,86112.33,1700273696.39,355650000
86091.71,86289.09,85358.13,86026.67,2601785018.53,467990000
86190.98,86366.29,84860.07,84860.07,2454291077.69,484090000
84803.76,84803.76,83243.81,83243.81,2451829572.85,511450000
83536.44,83536.44,82071.25,82071.25,2579722809.73,519760000
82299.84,83416.49,82033.19,83346.51,2290704960.51,443700000
83598.27,83781.19,82514.04,82770.42,2720860266.63,468880000
82865.91,83088.59,82204.37,82404.32,2332642236.58,430250000
83038.79,84175.37,83038.79,84102.61,2673817312.98,511000000
84316.76,84836.25,83944.5,84581.07,2432445615.05,453570000
84310.56,85536.45,84150.32,85107.29,2738089047.55,507380000
85165.3,85911.17,84299.46,84705.64,3660715600.12,654770000
85007.05,85287.8,84118.49,84397.87,2704410965.53,458480000
84517.63,84817.17,82610.97,83038.3,2310224612.01,446460000
83468.48,83492.02,82323.01,83285.45,2212688367.06,403130000
83611.26,84139.78,83236.63,84023.36,1636622813.44,283080000
84748.7,85026.83,84535.74,84780.38,2546548944.04,538510000
84962.37,85573.24,84566.65,84943.49,2359621163.51,494970000
85041.69,85362.28,84506.9,85112.29,1750665350.09,420070000
85325.53,85655.71,84627.58,85154.15,1773961675.01,455790000
85570.72,86499.52,85174.32,86046.04,3185339589.67,569270000
86255.38,88804.51,86062.93,88669.73,3488362823.48,599420000
88971.23,89986.73,88421.71,89093.7,3584074554.43,615840000
89055.55,89883.31,88759.86,89714.78,2275849127.74,423820000
89954.34,90372.96,89015.49,89459.45,3045745169.1,565790000
89738.59,91085.24,89360.83,90852.21,3173545586.56,651570000
91037.64,91371.7,89614.86,89931.15,3069167590.27,545670000
90218.29,90340.97,88872.61,89568.89,2614141035.86,477620000
89367.48,90159.78,88926.83,89765.18,2494393706.25,477040000
90386.2,91338.59,90152.29,91287.14,2594760708.1,486210000
91549.53,92250.95,91428.76,92112.07,2989996677.68,625500000
92235.83,92739.3,91575.74,91946.74,2963134278.54,593280000
93095.91,93116.29,91681.89,91924.84,3218949419.38,640850000
92172.88,92474.46,89975.65,90165.14,2706000375.38,523710000
90750.92,91421.66,90241.23,91190.82,2763898827.88,520610000
91514.24,93398.33,91189.12,93178.87,3232410115.02,560720000
91169.92,91844.56,90614.49,91351.4,3111622734.12,551960000
91706.47,92311.75,90870.35,91016.31,3035028746.64,580690000
91169.17,91186.3,90305.96,90546.75,2353543937.14,537390000
91097.78,91628.23,89820.01,89916.41,3492352835.11,728910000
89111.16,89111.16,87145.75,87174.54,3227398996.74,603500000
87037.15,87663.16,86654.56,87170.23,2859528804.83,500500000
87278.56,87524.8,84867.35,85990.01,3573655271.72,672860000
80463.03,82218.48,76983.66,76983.66,4177914055.87,787690000
78413.91,81146.76,78413.91,80733.25,4283961711.71,768690000
80177.66,80657.86,78809.73,79636.79,3593150112.69,645060000
79166.34,79729.63,73033.7,75895.26,4529625447.38,818830000
75834.46,78632.21,75108.21,78332.59,4112120851.74,728290000
76903.34,77853.97,75985.9,76386.19,3150491216.53,603770000
77046.88,78110.2,74306.98,75041.03,4215471403.49,740900000
75537.43,76900.3,75341.29,76880.65,3067494481.25,565170000
76668.82,77817.37,76488.6,76488.6,2914619820.35,559250000
78028.38,80048.27,78028.38,80011.09,3681108126.7,709510000
78596.16,80306.5,78291.09,78946.45,2860278744.24,545890000
79426.78,79784.73,77693.59,77739.61,2508728432.41,466440000
78381.12,79185.23,77862.6,78834.61,2150153179.49,413200000
76976.33,76982.62,73461.89,73461.89,3964964323.67,750620000
74268.98,74847.73,72496.59,73101.76,3586754727.87,660060000
72718.74,73536.84,70093.95,70640.5,2878604783.35,604360000
71542.29,73169.61,71098.01,71214.61,3233017854.05,628030000
71817.72,74013.53,71708.27,73851.53,2881419200.23,533540000
74620.62,76067.56,74620.62,75761.53,3076633066.19,597650000
76342.82,77016.03,74423.23,76294.51,3940030916.62,682110000
76423.8,76908.11,75670.14,76736.59,2237594533.75,387610000
76965.67,76965.67,75993.48,76438.81,2143296708.44,399830000
75843.3,75843.3,73294.53,73718.71,2760454887.28,503400000
74219.65,75569.3,73397.65,75409.63,2376305552.73,459690000
75637.22,75806.34,73050.2,73111.83,2676089668.71,518120000
73257.01,73643.11,71402.71,71682.3,2437990000.31,493480000
72483,73077.53,71731.95,71981.59,2865332951.09,536090000
72608.51,73133.24,70409.35,71074.11,3127306384.89,627380000
72853.46,73168.79,71174.13,71789.85,3609960431.63,709120000
72028.71,73935.79,71519.01,73921.95,3256098143.21,650730000
74275.51,76227.95,74200.44,76227.95,3522898318.77,711300000
76180.34,76542.9,75236.78,75678.08,2935005170.18,615500000
75804.32,77255.44,75426.16,77072.09,3676060968.64,748290000
77059.61,77662.96,76384.05,77022.76,3789757595.4,748250000
76857.26,77022.1,75760.43,75873.99,2560483307.29,495080000
76181.83,76395.64,75447.43,75816.02,1803501581.39,399960000
76180.76,77176.29,75180.22,75368.07,3038020515.42,577460000
75503.36,75712.83,73920.92,74015.22,2391879186.41,516300000
73624.96,73958.82,72455.21,73849.74,2961166812.83,644430000
74006.79,74182.39,72473.27,72555,2820862689.04,532230000
72352.27,73052.72,72070.08,72938.89,2067028751.61,410180000
73649.15,74562.74,73487,74420.79,2486431353.45,483750000
74305.21,74593.37,72941.6,73377.45,2700045251.44,526890000
74253.84,74392.77,73345.35,73401.77,2120675161.38,454100000
73543.47,74231.62,72827.17,74032.75,2644664444.22,493270000
74168.92,74896.69,74019.91,74290.06,1916190890.17,381120000
74271.43,74498.06,73733.35,74031.56,1296361963.41,264520000
73785.24,73932.31,73544.83,73544.83,547341053.49,115140000
74264.51,75374.51,74108.15,75374.51,2115633438.56,403330000
75599.75,76126.07,75159.06,75514.24,2976118351.45,539080000
75643.1,76134.1,75417.87,75585.89,2130830832.47,390290000
75629.65,76041.51,73825.19,73978.17,2316068861.89,443350000
74041.81,74467.73,73472.43,74275.43,1886735741.22,357430000
73693.1,73693.1,72382.71,72382.71,1939669858.66,397400000
72282.21,72560.54,71463.37,72204.25,2267728555.07,447850000
72228.08,72366.57,69709.46,69709.46,2384683913.4,483820000
68839.44,68898.81,67343.47,68300.05,3705856644.11,687250000
68718.94,68911.05,67297.09,67932.32,2817022072.79,549860000
68215.41,68947.49,67316.52,68775.02,2042096997.32,418370000
67632.63,67795.32,65478.78,65519.87,3168955849.63,618100000
64523.88,65803.87,63887.7,65452.4,3638191667.67,709100000
66027.86,67229.33,66010.24,66394.41,3311146904.05,629340000
67446.34,68550.47,67446.34,68545.38,2008260942.07,448170000
68828.63,68828.63,66862.06,66973.08,2750625696.62,538470000
67375.42,67609.83,66668.39,66965.84,2283273773.65,471480000
66933.2,67227.29,66212.7,66715.06,2115824088.47,431350000
66768.84,68171.89,66464.25,67232.42,2664360494.99,488700000
67958.36,69689.21,67930.46,69689.21,2703563554.41,516930000
70369.68,71952.7,70369.27,71787.99,3567908513.58,675670000
71552.65,72431.52,71264.4,71771.6,3478230177.78,652090000
72057.44,72778.58,71318.87,72722.34,2983865856.7,613200000
72114.67,72773.32,71463.63,71635.02,2850689817.46,586080000
73031.14,74482.43,73031.14,74258.55,3379547547.95,675280000
74102.62,74783.39,73861.28,74783.39,3020882256.84,643280000
74922.44,75165.03,74499.08,74660.5,2708907688.34,611760000
78214.15,80569.53,78214.15,79466.04,6864125222.24,1210000000
79467.91,79505.63,77582.27,77862.93,3801822378.99,666100000
77873.82,78127.34,76594.78,76807.89,3517043275.64,624690000
76940.87,77495.92,76290.94,76529.68,2992986280.18,519130000
76295.48,76875.24,75919.63,76234.32,3596685953.86,677090000
76157.82,76530.31,75618.2,75618.2,2653714933.79,485490000
75709.95,75869.84,74772.34,74772.34,2409940789.36,459020000
74341.79,74692.67,73545.18,74486.56,2980071022.62,568460000
75018.07,76670.08,75018.07,76469.99,3153141504.93,615750000
76514.29,76863.89,75084.91,75162.81,3954802832.16,765670000
75772.64,76428.4,75441.1,76269.85,2547799489.04,491030000
76245.19,76503.68,75630.8,76206.97,3494116989.69,540460000
75839.16,76173.16,75363.38,75901.17,2005597283.17,364900000
75761.69,75938,74988.48,75063.87,2773762516.41,566830000
74749.39,74847.59,73809.62,74483.85,2870700071.01,514870000
74942.92,75921.42,74940.66,75639.77,2641608947.8,535720000
76210.13,76413.06,76002.03,76176.36,1782409712.7,348400000
76061.85,76414.78,75992.26,76234.96,489952577.15,109010000
78160.83,78877.02,77856.13,78877.02,3594011142.43,640880000
78842.91,79588.8,78407.16,79272.42,3720792990.86,711710000
79001.29,79408.01,78304.43,78515.59,3226943780.6,610800000
78837.21,79480.53,78747.76,78845.79,2704087654.68,551210000
78939.79,79328.64,78441.99,79271.5,2616265471.13,503460000
79644.5,79838.06,79532.96,79565.18,1241949679.12,256240000
79939.83,80462.89,78868.21,78919.41,3344632282.58,648990000
78362.19,78525.17,77187.6,77620.37,2904758040.96,534150000
77903.65,77903.65,76387.42,76501.23,3028327589.5,527200000
76546.39,77099.1,76234.16,76234.16,2293788345.68,444250000
76449.28,76968.24,74744.25,74744.25,2546960652.85,463260000
75133.87,75897.63,74860.06,75768.59,2380245948.57,412360000
75573.3,76770.95,75494.46,75811.5,2642959941.9,459120000
75484.91,75683.1,73754.08,73918.3,2985081537.88,520430000
74155.71,74468.88,72132.61,72139.95,2748203262.46,514070000
72501.06,72612.98,71163.36,71904.6,2907733769.06,537890000
71823.06,72383,70835.67,72326.95,4625677884.81,1110000000
73582.71,74328.54,73459.01,73974.77,3174135594.97,776260000
74429.28,74887.41,74273.24,74273.24,2950956722.27,658630000
74634.14,75597.68,74523.9,75597.68,2527096662.14,511830000
75522.8,75554.32,74510.82,74617.72,2829879991.65,566500000
74596.8,75394.47,73970.18,75381.71,3367528540,705050000
74294.84,75125.7,74005.19,74679.25,3267556188.55,650860000
75065.63,75874.65,75002.29,75638.05,2639512782.98,517100000
76483.66,77044.07,76483.66,76531.43,2734787291.56,506740000
76557.14,76557.14,75243.84,75563.19,2850363264.73,525280000
75497.94,75790.86,74896.01,74896.01,2202714640.94,417290000
75074.84,75322.39,74469.61,74580.37,1581692509.45,378580000
74642.66,75838.23,74510.06,75748.27,1917905519.12,379410000
75896.86,76197.22,74951.23,74951.23,2125031761.46,430390000
74867.73,75021.68,73029.97,73087.49,3124097361.06,602910000
72935.66,73355.7,72015.97,73088.65,2731297910.34,509160000
72988.33,73173.56,71991.94,71991.94,2511256774.29,501660000
72201.76,73537.9,71612.49,73378.44,2908933878.06,593500000
74000.4,74583.85,73921.82,74232.88,2151300717.83,447040000
74373.45,74393.29,73642.67,74118.02,2051978345.15,419240000
73828.13,74950.88,73803.31,73965.8,2403223968.39,516730000
73686.93,74069.84,72930.58,73071.78,2309630068.67,450600000
73586.53,74126.21,73536,74064.98,1985843078.12,398610000
73873.35,74973.76,73812.34,74843.38,1948000545.92,388080000
73668.17,73789.88,70121.65,70946.06,4166839569.39,899600000
69113.22,71417.26,68184.36,71417.26,4202176948.37,952600000
70834.89,71841.29,68587.13,69100.02,4326185319.2,903910000
69444.28,69932.54,68622.9,69572.83,3678872152.17,844320000
70138.95,70234.04,67473.45,68086.14,2616371948.51,669610000
68193.27,69364.82,68014.2,68997.82,2266579049.38,583110000
69322.56,69880.15,66096.57,66096.57,2483134945.43,743250000
66381.72,66886.21,64160.48,64555.2,2371350664.66,674030000
64290.46,64366.82,61150.17,63885.22,2908814983.46,861320000
65292.37,67985.7,64925.97,67985.7,2691754385.6,756280000
68210.33,68705.24,66478.61,67801.73,2459128521.88,732550000
67367.44,67367.44,65825.76,66985.82,2313849551.45,562270000
67151.3,67353.71,65429.54,65967.14,2376743346.85,597920000
66281.5,68299.03,65742.31,68021.99,3208694247.73,727360000
67651.57,68949.54,67283.99,68598.61,4008414819.58,876570000
68445.56,68959.19,67199.2,67331.7,3392148460.55,763220000
66713.02,66763.89,66021.59,66413.59,1861271847.87,413550000
66870.1,67912.11,66479.2,67912.11,3102382903.71,626980000
68389.73,68691.29,67943.21,68062.29,2639620469.15,563620000
67137.74,68072.51,66885.15,68072.51,2775514960.24,545820000
68070.46,68542.71,67557.76,68134.63,3591110555.22,702800000
67074.61,67630.45,66745.88,66843.58,2706188368.21,594860000
67160.95,67211.12,65635.03,65635.03,2672346238.04,591840000
64895.65,66091.58,64841.51,65763.63,2255492331.14,481680000
66247.74,67185.87,65997.9,66318.69,3059711633.51,626260000
67007.61,67450.72,66708.24,67367.27,2822444348.34,562140000
66935.34,67333.66,65429.29,65429.29,3996695160.92,762980000
65747.67,65779.06,63271.64,64427.52,4171692012.84,843710000
64360.15,65355.59,63380.16,64568.74,3750879806.48,752300000
65310.37,65546.61,63498.08,63543.7,3110175466,624440000
64777.12,65326.19,60753.53,62088.7,5934880774.99,1180000000
62210.46,62819.17,60898.3,62701.39,3655431718.48,790320000
62666.61,62666.61,61425.64,61858.21,3072456476.2,605690000
62165.85,62421.23,61529.81,61675.17,2397589672.7,461420000
61311.37,62792.25,60848.52,62732.73,3483187225.06,711590000
62839.48,63394.02,62405.19,62442.45,3419767568.57,700920000
62734.33,64549.87,62700.84,64549.87,3722744068.42,776870000
64616.2,64924.31,64042.76,64614.34,3472137022.42,751330000
64350.89,64368.06,63572.24,64050.16,2566738258.06,538480000
64383.67,64822.09,64055.51,64280.69,2973771502.63,614750000
64818.07,65048.25,64469.97,64513.72,2407716193.19,556820000
64206.03,64206.03,63698.06,63764.95,2232471118.27,474410000
64109.97,64997.09,64025.64,64882.91,2695881224.93,601050000
65437.15,65915.73,65437.15,65599.17,2094992058.95,466030000
65632.86,65632.86,64125.72,64125.72,2640041516.75,613780000
63988.3,64144.94,63049.85,63382.13,2548661781.07,568680000
63020.51,63791.91,62705.15,63681.01,2634509563.51,538140000
63899.88,64113.73,63440.68,63885.62,2059297768.2,438210000
64036.67,64377.31,63664.41,64185.96,1673087725.09,379220000
62478.75,62639.68,61894.53,62123.84,2346256156.72,591680000
62335.58,62677.24,61465.77,61503.04,2314326864.71,491520000
61178.33,62007.01,61141.72,61779.24,1946623308.99,431880000
62020.77,62949.78,62020.77,62553.32,2269538605.06,518030000
61654.54,61706.17,61166.36,61189.15,1464586113.64,313360000
62034.95,63097.01,62034.95,63030.66,2027770694.59,426970000
63150.56,63909.36,63129.03,63444.72,2156803239.3,436460000
63824.89,64174.18,63494.34,64004.2,2602504284.72,581930000
64077.95,64145.36,62902.42,63095.99,2155168582.49,460110000
62791.03,63280.98,62401.13,62731.5,2073606041.79,471880000
62943.95,63329.33,62571.72,63065.64,2087000008.95,425290000
62296.97,63331.85,62139.6,63258.61,2805717236.96,534710000
63452.84,64126.72,63338.7,63345.36,2400518007.07,486610000
63015.65,63558.32,62825.47,63278.93,2106960548.03,528550000
63761.05,64311.15,63761.05,64197.78,1624226287.21,357730000
64313.4,65727.72,64137.35,65573.5,3038980575.04,612620000
65566.77,66023.08,65406.86,65487.07,2909494019.2,591100000
65312.01,65835.9,65142.28,65261.35,2581842008.31,506780000
64901.18,65045.32,64579.37,64579.37,2080058563.49,423580000
64755.35,65000.53,63710.45,63710.45,1599535198.29,352830000
63958.51,65001.02,63836.05,64696.47,2055781310.35,431780000
65215.53,67857.05,65215.53,67730.78,3968167120.82,827430000
67540.96,68149.68,67025.78,67048.36,4145239080.16,963030000
67331.15,69318.49,67331.15,69117.32,3986393197.95,969670000
70464.73,70464.73,68721.04,69736.34,4537242079.5,1030000000
69848.67,71070.44,69551.34,70857.41,3789447692.88,834600000
70811.38,71468.58,70388.02,70648.03,4124910482.85,954300000
70836.12,72095.88,70836.12,71544.81,3812310281.57,909280000
71915.41,72683.23,71342.51,72582.86,3727636339.69,701030000
72140.47,72864.35,72032.77,72489.07,2882572312.73,549130000
73149.1,73946.51,73098.21,73946.51,3452084967.67,696850000
73793.74,73961.93,72420.82,72428.55,3486620032.1,664030000
72930.76,73567.78,72673.11,73150.23,3259564436.06,580980000
72144.03,72858.71,72091.7,72736.33,2742475140.48,511030000
72578.21,73930.33,72388.49,73774.9,3160935635.53,588080000
74032.89,74441.8,72438.04,72438.04,3839493890.58,950450000
73232.1,73274.9,71989.74,72399.37,3157551192.07,646120000
72766.31,73626.37,72676.99,73561.79,2826705289.24,582380000
73659.28,73912.03,73321.78,73476.01,1251768624.33,288340000
73562.2,73635.54,73134.36,73446.69,1574834872.76,439220000
73532.88,73702.59,73170.03,73170.03,2195005905.16,480330000
73268.25,73402.08,72342.58,72391.27,2795230490.89,571360000
72582.67,72742.34,71286.02,71388.74,2781211396.34,535090000
71615.84,72534.63,71166.64,72398.54,2858517612.87,573750000
72752.42,73123.91,72314.97,72314.97,2431807416.76,509930000
72494.77,74241.14,72374.47,73871.54,4119129715.82,755060000
74480.83,75430.77,74480.83,75159.06,4178968921.53,742360000
75343.71,75494.76,74416.11,74760.79,3117787996.58,585800000
75096.54,75512.73,75042.26,75190.31,3017121763.49,548130000
75123.51,75388.68,74492.58,74967.2,2959599041.79,606350000
75348.72,76106.31,75333.57,75781.68,3909460891.64,697760000
75986.16,76089.3,75376.21,75562.95,2740322705.4,527250000
76051.19,76519.64,75655.73,75935.59,2746299880.15,542920000
76330.62,76425.61,75519.75,75776.49,2998103560.17,536270000
75961.51,76285.44,75791.03,76047.8,2819910568,546660000
76183.56,76768.63,75228.44,75228.44,2908301785.81,536900000
75241.25,75325.66,74570.48,75009.31,2419699456.05,465750000
75310.8,75431.38,74655.43,75255.28,2102133662.38,403190000
75291.43,76454.56,75272.1,76454.56,2838435785.86,534870000
76804.36,78376.86,76477.35,78043.18,4419705474,882870000
78206.58,78452.69,77667.15,78060.64,3168327220.36,562580000
77946.65,78691.02,77833.14,78603.16,2299816626.22,433890000
78633.03,78882.55,77448.11,77533.21,3082370833.73,586000000
77603.62,78937.2,77269.8,77995.44,3904526920.42,806160000
78422.54,79393.04,78422.54,79299.97,3432065245.46,617320000
79484.12,79999.34,79137.83,79289.8,3680573661.36,620750000
79648.43,79895.12,78539.14,78648.83,3109289283.95,530160000
78964.68,79569.28,78477.97,78818.28,3232838853.17,584780000
78344.57,79130.3,78217.72,78384.74,2681479826.13,476680000
78785.49,80308.95,78662.88,79802.96,4652256240.27,735050000
